Age,Gender,Avg_Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Urban_or_Rural,Age_Band,Device_Type_Category,Screen_Time_Category,weekday_flag,Usage_Balance_Category,Health_Risk_Level,Educational_Time_hr,Recreational_Time_hr,Educational_Time_Actual,Recreational_Time_Actual
10,Male,4.64,Tablet,True,0.45,"Poor Sleep, Eye Strain",Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.4400000000000002,3.1999999999999993,1 hr 26 min,3 hr 12 min
10,Male,8.78,Smartphone,True,0.57,No Health Impact,Urban,Pre-Teen,Portable,Very High,weekend,Balanced,Moderate Risk,3.1876433121019105,5.592356687898089,3 hr 11 min,5 hr 36 min
18,Female,3.72,Smartphone,True,0.32,Poor Sleep,Urban,Senior Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.9018181818181819,2.8181818181818183,0 hr 54 min,2 hr 49 min
12,Male,5.68,Smartphone,True,0.39,Obesity Risk,Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.5936690647482012,4.086330935251798,1 hr 36 min,4 hr 5 min
8,Male,5.38,Tablet,True,0.49,Obesity Risk,Rural,Child,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.769261744966443,3.610738255033557,1 hr 46 min,3 hr 37 min
17,Female,4.82,Smartphone,True,0.47,Poor Sleep,Rural,Senior Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.5410884353741496,3.278911564625851,1 hr 32 min,3 hr 17 min
13,Female,4.43,Laptop,True,0.44,Poor Sleep,Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.353611111111111,3.0763888888888884,1 hr 21 min,3 hr 5 min
14,Female,4.92,TV,True,0.43,Poor Sleep,Urban,Teen,Other,High,weekend,Mostly Recreational,Moderate Risk,1.4794405594405595,3.4405594405594404,1 hr 29 min,3 hr 26 min
17,Male,2.3,Smartphone,False,0.44,No Health Impact,Urban,Senior Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.7027777777777778,1.5972222222222219,0 hr 42 min,1 hr 36 min
18,Female,7.03,Smartphone,True,0.45,Eye Strain,Urban,Senior Teen,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,2.1817241379310346,4.848275862068966,2 hr 11 min,4 hr 51 min
10,Female,6.8,Smartphone,True,0.49,"Poor Sleep, Obesity Risk",Urban,Pre-Teen,Portable,Very High,weekend,Mostly Recreational,High Risk,2.236241610738255,4.563758389261745,2 hr 14 min,4 hr 34 min
11,Male,6.76,TV,True,0.38,Poor Sleep,Urban,Pre-Teen,Other,Very High,weekend,Mostly Recreational,Moderate Risk,1.8614492753623189,4.898550724637681,1 hr 52 min,4 hr 54 min
17,Male,5.86,Smartphone,True,0.33,"Anxiety, Obesity Risk",Urban,Senior Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.453984962406015,4.406015037593985,1 hr 27 min,4 hr 24 min
18,Male,3.91,TV,True,0.46,"Poor Sleep, Eye Strain",Urban,Senior Teen,Other,Moderate,weekday,Mostly Recreational,High Risk,1.2319178082191782,2.678082191780822,1 hr 14 min,2 hr 41 min
17,Female,5.85,Smartphone,True,0.49,"Poor Sleep, Obesity Risk",Urban,Senior Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.9238255033557046,3.926174496644295,1 hr 55 min,3 hr 56 min
17,Male,2.12,Laptop,False,0.4,No Health Impact,Urban,Senior Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.6057142857142858,1.5142857142857142,0 hr 36 min,1 hr 31 min
17,Female,4.44,Laptop,True,0.39,Eye Strain,Rural,Senior Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.2457553956834533,3.1942446043165473,1 hr 15 min,3 hr 12 min
17,Female,3.59,Tablet,True,0.48,Poor Sleep,Urban,Senior Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,1.1643243243243242,2.4256756756756754,1 hr 10 min,2 hr 26 min
10,Female,2.4,Smartphone,True,0.43,No Health Impact,Urban,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.7216783216783217,1.6783216783216783,0 hr 43 min,1 hr 41 min
8,Male,4.53,TV,True,0.46,Obesity Risk,Urban,Child,Other,High,weekend,Mostly Recreational,Moderate Risk,1.4272602739726028,3.1027397260273974,1 hr 26 min,3 hr 6 min
15,Male,4.47,TV,True,0.34,Poor Sleep,Urban,Teen,Other,High,weekend,Mostly Recreational,Moderate Risk,1.134179104477612,3.335820895522388,1 hr 8 min,3 hr 20 min
17,Male,5.71,Laptop,True,0.31,"Poor Sleep, Eye Strain, Anxiety",Urban,Senior Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.3512213740458014,4.358778625954199,1 hr 21 min,4 hr 22 min
17,Female,4.55,Smartphone,True,0.37,"Poor Sleep, Obesity Risk",Urban,Senior Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.2288321167883212,3.321167883211679,1 hr 14 min,3 hr 19 min
9,Female,3.05,Smartphone,True,0.46,Anxiety,Urban,Child,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.9609589041095891,2.0890410958904106,0 hr 58 min,2 hr 5 min
8,Male,2.04,TV,True,0.41,No Health Impact,Rural,Child,Other,Moderate,weekday,Mostly Recreational,Moderate Risk,0.5931914893617021,1.446808510638298,0 hr 36 min,1 hr 27 min
15,Female,5.76,Laptop,True,0.33,"Poor Sleep, Eye Strain, Anxiety",Rural,Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.429172932330827,4.330827067669173,1 hr 26 min,4 hr 20 min
14,Female,6.03,Smartphone,True,0.41,"Poor Sleep, Eye Strain",Urban,Teen,Portable,Very High,weekend,Mostly Recreational,High Risk,1.7534042553191491,4.276595744680851,1 hr 45 min,4 hr 17 min
14,Male,5.16,Smartphone,True,0.33,"Poor Sleep, Eye Strain",Rural,Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.2803007518796992,3.8796992481203008,1 hr 17 min,3 hr 53 min
11,Male,3.91,Laptop,True,0.37,Poor Sleep,Urban,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,1.055985401459854,2.854014598540146,1 hr 3 min,2 hr 51 min
18,Male,4.65,Smartphone,True,0.3,No Health Impact,Urban,Senior Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.073076923076923,3.5769230769230775,1 hr 4 min,3 hr 35 min
16,Male,1.92,Smartphone,False,0.47,No Health Impact,Rural,Teen,Portable,Low,weekday,Mostly Recreational,Moderate Risk,0.6138775510204081,1.306122448979592,0 hr 37 min,1 hr 18 min
13,Male,4.67,Smartphone,True,0.31,Eye Strain,Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.1051145038167938,3.564885496183206,1 hr 6 min,3 hr 34 min
9,Female,1.65,Smartphone,False,0.49,No Health Impact,Urban,Child,Portable,Low,weekday,Mostly Recreational,Moderate Risk,0.5426174496644295,1.1073825503355703,0 hr 33 min,1 hr 6 min
8,Male,6.13,Smartphone,True,0.57,Poor Sleep,Urban,Child,Portable,Very High,weekend,Balanced,Moderate Risk,2.2255414012738854,3.9044585987261144,2 hr 14 min,3 hr 54 min
8,Female,0.95,TV,False,0.4,No Health Impact,Rural,Child,Other,Low,weekday,Mostly Recreational,Moderate Risk,0.27142857142857146,0.6785714285714285,0 hr 16 min,0 hr 41 min
16,Male,6.85,Smartphone,True,0.33,"Poor Sleep, Eye Strain",Urban,Teen,Portable,Very High,weekend,Mostly Recreational,High Risk,1.6996240601503758,5.150375939849624,1 hr 42 min,5 hr 9 min
11,Female,3.95,Laptop,True,0.43,"Poor Sleep, Eye Strain",Urban,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,High Risk,1.1877622377622379,2.7622377622377625,1 hr 11 min,2 hr 46 min
12,Female,6.21,Smartphone,True,0.47,Poor Sleep,Rural,Pre-Teen,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,1.9855102040816326,4.224489795918368,1 hr 59 min,4 hr 13 min
10,Male,2.88,TV,True,0.58,No Health Impact,Urban,Pre-Teen,Other,Moderate,weekday,Balanced,Moderate Risk,1.0572151898734177,1.8227848101265822,1 hr 3 min,1 hr 49 min
11,Female,5.8,Laptop,True,0.32,Poor Sleep,Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.4060606060606058,4.3939393939393945,1 hr 24 min,4 hr 24 min
15,Female,4.24,Smartphone,True,0.34,No Health Impact,Urban,Teen,Portable,High,weekday,Mostly Recreational,Moderate Risk,1.0758208955223882,3.164179104477612,1 hr 5 min,3 hr 10 min
11,Male,4.5,Tablet,True,0.37,Eye Strain,Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.2153284671532847,3.2846715328467155,1 hr 13 min,3 hr 17 min
16,Male,4.84,Smartphone,True,0.46,"Poor Sleep, Eye Strain",Rural,Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.524931506849315,3.315068493150685,1 hr 31 min,3 hr 19 min
16,Male,4.82,TV,True,0.39,Obesity Risk,Rural,Teen,Other,High,weekend,Mostly Recreational,Moderate Risk,1.3523741007194245,3.4676258992805757,1 hr 21 min,3 hr 28 min
13,Male,4.57,Smartphone,True,0.39,Poor Sleep,Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.2822302158273382,3.287769784172662,1 hr 17 min,3 hr 17 min
9,Female,4.91,TV,True,0.41,Eye Strain,Urban,Child,Other,High,weekend,Mostly Recreational,Moderate Risk,1.4277304964539008,3.4822695035460995,1 hr 26 min,3 hr 29 min
17,Female,5.34,TV,True,0.41,"Poor Sleep, Eye Strain",Urban,Senior Teen,Other,High,weekend,Mostly Recreational,High Risk,1.5527659574468087,3.787234042553191,1 hr 33 min,3 hr 47 min
18,Female,4.58,TV,True,0.45,Eye Strain,Urban,Senior Teen,Other,High,weekend,Mostly Recreational,Moderate Risk,1.4213793103448276,3.1586206896551725,1 hr 25 min,3 hr 10 min
14,Female,6.05,TV,True,0.34,"Poor Sleep, Eye Strain, Obesity Risk",Urban,Teen,Other,Very High,weekend,Mostly Recreational,High Risk,1.5350746268656714,4.514925373134329,1 hr 32 min,4 hr 31 min
16,Male,6.34,TV,True,0.39,"Eye Strain, Obesity Risk",Urban,Teen,Other,Very High,weekend,Mostly Recreational,High Risk,1.7788489208633091,4.561151079136691,1 hr 47 min,4 hr 34 min
13,Male,4.21,Laptop,True,0.36,"Poor Sleep, Eye Strain",Urban,Pre-Teen,Portable,High,weekday,Mostly Recreational,High Risk,1.1144117647058824,3.0955882352941178,1 hr 7 min,3 hr 6 min
10,Female,0.26,TV,False,0.47,No Health Impact,Rural,Pre-Teen,Other,Low,weekday,Mostly Recreational,Moderate Risk,0.08312925170068028,0.17687074829931973,0 hr 5 min,0 hr 11 min
14,Male,4.19,Smartphone,True,0.41,No Health Impact,Rural,Teen,Portable,High,weekday,Mostly Recreational,Moderate Risk,1.2183687943262411,2.9716312056737593,1 hr 13 min,2 hr 58 min
12,Female,5.17,TV,True,0.37,Poor Sleep,Urban,Pre-Teen,Other,High,weekend,Mostly Recreational,Moderate Risk,1.3962773722627737,3.773722627737226,1 hr 24 min,3 hr 46 min
8,Female,7.59,TV,True,0.49,No Health Impact,Urban,Child,Other,Very High,weekend,Mostly Recreational,Moderate Risk,2.496040268456376,5.093959731543624,2 hr 30 min,5 hr 6 min
10,Female,7.02,TV,True,0.56,No Health Impact,Rural,Pre-Teen,Other,Very High,weekend,Balanced,Moderate Risk,2.52,4.5,2 hr 31 min,4 hr 30 min
12,Female,4.77,TV,True,0.32,"Eye Strain, Obesity Risk",Urban,Pre-Teen,Other,High,weekend,Mostly Recreational,High Risk,1.1563636363636363,3.6136363636363633,1 hr 9 min,3 hr 37 min
14,Female,5.42,TV,True,0.37,"Poor Sleep, Anxiety",Rural,Teen,Other,High,weekend,Mostly Recreational,High Risk,1.463795620437956,3.9562043795620436,1 hr 28 min,3 hr 57 min
10,Female,6.7,Smartphone,True,0.53,"Poor Sleep, Eye Strain",Urban,Pre-Teen,Portable,Very High,weekend,Balanced,High Risk,2.3209150326797388,4.379084967320262,2 hr 19 min,4 hr 23 min
13,Female,4.77,Laptop,True,0.47,Poor Sleep,Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.5251020408163265,3.244897959183673,1 hr 32 min,3 hr 15 min
12,Male,4.53,Tablet,True,0.31,Poor Sleep,Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.0719847328244274,3.458015267175573,1 hr 4 min,3 hr 27 min
8,Male,1.88,Smartphone,False,0.57,No Health Impact,Urban,Child,Portable,Low,weekday,Balanced,Moderate Risk,0.682547770700637,1.1974522292993628,0 hr 41 min,1 hr 12 min
17,Female,4.93,Laptop,True,0.48,No Health Impact,Urban,Senior Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.5989189189189186,3.331081081081081,1 hr 36 min,3 hr 20 min
13,Male,4.19,Smartphone,True,0.35,"Poor Sleep, Eye Strain",Urban,Pre-Teen,Portable,High,weekday,Mostly Recreational,High Risk,1.0862962962962963,3.103703703703704,1 hr 5 min,3 hr 6 min
15,Male,4.9,Laptop,True,0.4,No Health Impact,Rural,Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.4000000000000001,3.5,1 hr 24 min,3 hr 30 min
8,Female,6.26,TV,True,0.6,Eye Strain,Rural,Child,Other,Very High,weekend,Balanced,Moderate Risk,2.3474999999999997,3.9125,2 hr 21 min,3 hr 55 min
9,Female,4.18,Tablet,True,0.59,Poor Sleep,Urban,Child,Portable,High,weekday,Balanced,Moderate Risk,1.551069182389937,2.6289308176100628,1 hr 33 min,2 hr 38 min
11,Male,3.09,Smartphone,True,0.49,"Poor Sleep, Eye Strain",Rural,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,High Risk,1.0161744966442954,2.0738255033557045,1 hr 1 min,2 hr 4 min
9,Female,3.49,TV,True,0.58,"Poor Sleep, Eye Strain, Anxiety",Rural,Child,Other,Moderate,weekday,Balanced,High Risk,1.281139240506329,2.208860759493671,1 hr 17 min,2 hr 13 min
18,Female,5.07,Smartphone,True,0.45,"Poor Sleep, Eye Strain",Rural,Senior Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.5734482758620691,3.496551724137931,1 hr 34 min,3 hr 30 min
16,Male,5.67,Laptop,True,0.49,Eye Strain,Urban,Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.8646308724832212,3.8053691275167787,1 hr 52 min,3 hr 48 min
17,Female,4.67,TV,True,0.36,"Poor Sleep, Eye Strain",Urban,Senior Teen,Other,High,weekend,Mostly Recreational,High Risk,1.2361764705882352,3.4338235294117645,1 hr 14 min,3 hr 26 min
15,Female,5.63,Smartphone,True,0.34,"Poor Sleep, Eye Strain",Urban,Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.4285074626865673,4.201492537313433,1 hr 26 min,4 hr 12 min
15,Male,3.51,Laptop,True,0.33,"Eye Strain, Obesity Risk",Urban,Teen,Portable,Moderate,weekday,Mostly Recreational,High Risk,0.8709022556390976,2.6390977443609023,0 hr 52 min,2 hr 38 min
11,Male,3.23,Tablet,True,0.35,"Poor Sleep, Eye Strain",Urban,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,High Risk,0.8374074074074073,2.392592592592593,0 hr 50 min,2 hr 24 min
12,Male,4.29,Tablet,True,0.34,Poor Sleep,Rural,Pre-Teen,Portable,High,weekday,Mostly Recreational,Moderate Risk,1.0885074626865672,3.201492537313433,1 hr 5 min,3 hr 12 min
11,Male,5.17,Smartphone,True,0.37,"Poor Sleep, Anxiety",Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.3962773722627737,3.773722627737226,1 hr 24 min,3 hr 46 min
16,Female,7.46,Smartphone,True,0.43,No Health Impact,Urban,Teen,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,2.2432167832167833,5.216783216783217,2 hr 15 min,5 hr 13 min
9,Male,0.0,Smartphone,False,0.42,No Health Impact,Rural,Child,Portable,Low,weekday,Mostly Recreational,Moderate Risk,0.0,0.0,0 hr 0 min,0 hr 0 min
18,Male,2.68,TV,False,0.4,No Health Impact,Urban,Senior Teen,Other,Moderate,weekday,Mostly Recreational,Moderate Risk,0.7657142857142858,1.9142857142857144,0 hr 46 min,1 hr 55 min
15,Male,3.59,TV,True,0.37,Poor Sleep,Urban,Teen,Other,Moderate,weekday,Mostly Recreational,Moderate Risk,0.9695620437956204,2.6204379562043796,0 hr 58 min,2 hr 37 min
9,Female,0.66,TV,False,0.59,No Health Impact,Urban,Child,Other,Low,weekday,Balanced,Moderate Risk,0.24490566037735853,0.41509433962264153,0 hr 15 min,0 hr 25 min
8,Female,6.71,Smartphone,True,0.47,"Poor Sleep, Eye Strain",Rural,Child,Portable,Very High,weekend,Mostly Recreational,High Risk,2.145374149659864,4.564625850340136,2 hr 9 min,4 hr 34 min
17,Male,5.52,Laptop,True,0.33,Poor Sleep,Urban,Senior Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.3696240601503757,4.150375939849624,1 hr 22 min,4 hr 9 min
10,Female,5.23,Smartphone,True,0.45,No Health Impact,Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.6231034482758624,3.6068965517241383,1 hr 37 min,3 hr 36 min
16,Male,2.68,TV,False,0.45,No Health Impact,Urban,Teen,Other,Moderate,weekday,Mostly Recreational,Moderate Risk,0.8317241379310346,1.8482758620689657,0 hr 50 min,1 hr 51 min
10,Male,0.04,TV,False,0.57,No Health Impact,Urban,Pre-Teen,Other,Low,weekday,Balanced,Moderate Risk,0.014522292993630573,0.025477707006369428,0 hr 1 min,0 hr 2 min
16,Female,1.39,Smartphone,False,0.5,No Health Impact,Rural,Teen,Portable,Low,weekday,Balanced,Moderate Risk,0.4633333333333333,0.9266666666666665,0 hr 28 min,0 hr 56 min
14,Male,4.87,Tablet,True,0.39,"Poor Sleep, Eye Strain, Anxiety",Urban,Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.3664028776978419,3.5035971223021583,1 hr 22 min,3 hr 30 min
17,Male,5.11,Smartphone,True,0.39,Anxiety,Urban,Senior Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.4337410071942445,3.6762589928057556,1 hr 26 min,3 hr 41 min
8,Female,1.94,Tablet,False,0.56,No Health Impact,Urban,Child,Portable,Low,weekday,Balanced,Moderate Risk,0.6964102564102564,1.2435897435897436,0 hr 42 min,1 hr 15 min
17,Male,1.54,Smartphone,False,0.47,No Health Impact,Rural,Senior Teen,Portable,Low,weekday,Mostly Recreational,Moderate Risk,0.49238095238095236,1.0476190476190477,0 hr 30 min,1 hr 3 min
12,Female,2.69,Laptop,False,0.46,No Health Impact,Urban,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.8475342465753425,1.8424657534246576,0 hr 51 min,1 hr 51 min
16,Male,5.39,Laptop,True,0.34,Eye Strain,Urban,Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.3676119402985074,4.022388059701492,1 hr 22 min,4 hr 1 min
10,Male,6.16,Smartphone,True,0.56,"Poor Sleep, Anxiety",Urban,Pre-Teen,Portable,Very High,weekend,Balanced,High Risk,2.2112820512820512,3.948717948717949,2 hr 13 min,3 hr 57 min
16,Female,5.15,TV,True,0.41,"Poor Sleep, Eye Strain",Urban,Teen,Other,High,weekend,Mostly Recreational,High Risk,1.497517730496454,3.6524822695035466,1 hr 30 min,3 hr 39 min
12,Male,4.06,TV,True,0.36,"Poor Sleep, Obesity Risk",Rural,Pre-Teen,Other,High,weekday,Mostly Recreational,High Risk,1.0747058823529412,2.9852941176470584,1 hr 4 min,2 hr 59 min
16,Female,3.65,TV,True,0.34,Eye Strain,Urban,Teen,Other,Moderate,weekday,Mostly Recreational,Moderate Risk,0.9261194029850747,2.7238805970149254,0 hr 56 min,2 hr 43 min
17,Male,6.42,Laptop,True,0.32,"Poor Sleep, Eye Strain",Urban,Senior Teen,Portable,Very High,weekend,Mostly Recreational,High Risk,1.5563636363636364,4.863636363636363,1 hr 33 min,4 hr 52 min
13,Female,3.69,Smartphone,True,0.47,No Health Impact,Urban,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,1.179795918367347,2.510204081632653,1 hr 11 min,2 hr 31 min
16,Female,3.94,Tablet,True,0.32,"Poor Sleep, Anxiety",Rural,Teen,Portable,Moderate,weekday,Mostly Recreational,High Risk,0.9551515151515151,2.984848484848485,0 hr 57 min,2 hr 59 min
14,Female,3.46,TV,True,0.33,"Poor Sleep, Anxiety",Urban,Teen,Other,Moderate,weekday,Mostly Recreational,High Risk,0.8584962406015039,2.601503759398496,0 hr 52 min,2 hr 36 min
14,Female,3.88,Laptop,True,0.42,Poor Sleep,Urban,Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,1.1476056338028169,2.732394366197183,1 hr 9 min,2 hr 44 min
15,Male,4.61,Laptop,True,0.36,No Health Impact,Rural,Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.220294117647059,3.389705882352941,1 hr 13 min,3 hr 23 min
14,Female,4.62,Smartphone,True,0.39,Poor Sleep,Rural,Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.2962589928057553,3.323741007194245,1 hr 18 min,3 hr 19 min
16,Male,5.31,Smartphone,True,0.5,"Poor Sleep, Anxiety",Urban,Teen,Portable,High,weekend,Balanced,High Risk,1.7699999999999998,3.54,1 hr 46 min,3 hr 32 min
18,Male,3.66,Tablet,True,0.4,Anxiety,Rural,Senior Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,1.0457142857142858,2.6142857142857143,1 hr 3 min,2 hr 37 min
16,Male,3.38,Smartphone,True,0.35,Anxiety,Rural,Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.8762962962962961,2.503703703703704,0 hr 53 min,2 hr 30 min
13,Male,5.85,Smartphone,True,0.31,Eye Strain,Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.3843511450381678,4.465648854961832,1 hr 23 min,4 hr 28 min
14,Female,4.6,Smartphone,True,0.49,No Health Impact,Rural,Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.512751677852349,3.0872483221476505,1 hr 31 min,3 hr 5 min
9,Female,4.93,Tablet,True,0.59,Poor Sleep,Urban,Child,Portable,High,weekend,Balanced,Moderate Risk,1.82937106918239,3.10062893081761,1 hr 50 min,3 hr 6 min
16,Female,4.8,Smartphone,True,0.34,Poor Sleep,Urban,Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.217910447761194,3.5820895522388057,1 hr 13 min,3 hr 35 min
8,Male,4.79,TV,True,0.51,No Health Impact,Rural,Child,Other,High,weekend,Balanced,Moderate Risk,1.6178145695364237,3.1721854304635766,1 hr 37 min,3 hr 10 min
8,Male,0.04,TV,False,0.41,No Health Impact,Rural,Child,Other,Low,weekday,Mostly Recreational,Moderate Risk,0.011631205673758865,0.028368794326241134,0 hr 1 min,0 hr 2 min
10,Male,2.31,TV,True,0.43,No Health Impact,Rural,Pre-Teen,Other,Moderate,weekday,Mostly Recreational,Moderate Risk,0.6946153846153846,1.6153846153846154,0 hr 42 min,1 hr 37 min
13,Female,6.17,Smartphone,True,0.41,Eye Strain,Rural,Pre-Teen,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,1.7941134751773047,4.375886524822695,1 hr 48 min,4 hr 23 min
12,Male,5.88,TV,True,0.5,No Health Impact,Urban,Pre-Teen,Other,High,weekend,Balanced,Moderate Risk,1.96,3.92,1 hr 58 min,3 hr 55 min
9,Male,6.26,TV,True,0.41,No Health Impact,Urban,Child,Other,Very High,weekend,Mostly Recreational,Moderate Risk,1.8202836879432625,4.439716312056738,1 hr 49 min,4 hr 26 min
16,Female,3.82,Laptop,True,0.46,Poor Sleep,Rural,Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,1.2035616438356165,2.6164383561643834,1 hr 12 min,2 hr 37 min
